Vendor GSTIN,Vendor Name,Bill#,Bill Date,Item Total,IGST Amount,CGST Amount,SGST Amount,Cess,Bill Total,Destination State,Doc Type
27AAACT2727Q1ZW,Tata Steel Limited,INV-2026-12442,2026-08-03,12103.21,0.0,1089.29,1089.29,0.0,14281.79,27,INV
36AAACN3434B1ZC,NTPC Limited,INV-2026-12443,2026-08-11,17361.72,3125.11,0.0,0.0,0.0,20486.83,36,INV
29AAACW3030K1ZU,Wipro Enterprises Pvt Ltd,INV-2026-12444,2026-08-01,26099.3,4697.87,0.0,0.0,0.0,30797.17,29,INV
29AAACW3030K1ZU,Wipro Enterprises Pvt Ltd,INV-2026-12445,2026-08-03,177646.01,31976.28,0.0,0.0,0.0,209622.29,29,INV
36AAACN3434B1ZC,NTPC Limited,INV-2026-12446,2026-08-10,159220.32,28659.66,0.0,0.0,0.0,187879.98,36,INV
27AAACT0101E1ZZ,Tata Consultancy Services Ltd,INV-2026-12447,2026-08-12,114229.89,0.0,10280.69,10280.69,0.0,134791.27,27,INV
24AAACA4040L1ZP,Adani Ports & SEZ Ltd,INV-2026-12448,2026-08-05,86421.36,15555.84,0.0,0.0,0.0,101977.2,24,INV
29AAACI1010N1ZS,Infosys Limited,INV-2026-12449,2026-08-12,190808.62,34345.55,0.0,0.0,0.0,225154.17,29,INV
03AAACG1212D1ZA,Grasim Industries Limited,INV-2026-12450,2026-08-09,24243.67,4363.86,0.0,0.0,0.0,28607.53,03,INV
36AAACN3434B1ZC,NTPC Limited,INV-2026-12451,2026-08-13,192284.93,34611.29,0.0,0.0,0.0,226896.22,36,INV
19AAACH8080G1ZX,Hindustan Unilever Limited,INV-2026-12452,2026-08-03,27764.46,4997.6,0.0,0.0,0.0,32762.06,19,INV
03AAACG1212D1ZA,Grasim Industries Limited,INV-2026-12453,2026-08-12,119727.6,21550.97,0.0,0.0,0.0,141278.57,03,INV
27AAACB6060J1ZV,Bajaj Auto Limited,INV-2026-12454,2026-08-05,172697.1,0.0,15542.74,15542.74,0.0,203782.58,27,INV
27AAACT0101E1ZZ,Tata Consultancy Services Ltd,INV-2026-12455,2026-08-13,119022.16,0.0,10711.99,10711.99,0.0,140446.14,27,INV
29AAACI1010N1ZS,Infosys Limited,INV-2026-12456,2026-08-04,40211.81,7238.13,0.0,0.0,0.0,47449.94,29,INV
36AAACN3434B1ZC,NTPC Limited,INV-2026-12457,2026-08-10,68222.93,12280.13,0.0,0.0,0.0,80503.06,36,INV
24AAACA4040L1ZP,Adani Ports & SEZ Ltd,INV-2026-12458,2026-08-07,49921.5,8985.87,0.0,0.0,0.0,58907.37,24,INV
36AAACN3434B1ZC,NTPC Limited,INV-2026-12459,2026-08-11,85930.35,15467.46,0.0,0.0,0.0,101397.81,36,INV
23AAACB2323C1ZB,Bharat Petroleum Corp Ltd,INV-2026-12460,2026-08-06,116054.35,20889.78,0.0,0.0,0.0,136944.13,23,INV
27AAACT2727Q1ZW,Tata Steel Limited,INV-2026-12461,2026-08-02,121456.92,0.0,10931.12,10931.12,0.0,143319.16,27,INV
24AAACA4040L1ZP,Adani Ports & SEZ Ltd,INV-2026-12462,2026-08-08,118004.21,21240.76,0.0,0.0,0.0,139244.97,24,INV
07AAACL0303P1ZH,Larsen & Toubro Ltd,INV-2026-12463,2026-08-05,193145.67,34766.22,0.0,0.0,0.0,227911.89,07,INV
19AAACH8080G1ZX,Hindustan Unilever Limited,INV-2026-12464,2026-08-10,36211.53,6518.08,0.0,0.0,0.0,42729.61,19,INV
24AAACR5055K1ZX,Reliance Industries Limited,INV-2026-12465,2026-08-07,205300.46,36954.08,0.0,0.0,0.0,242254.54,24,INV
03AAACG1212D1ZA,Grasim Industries Limited,INV-2026-12466,2026-08-02,84838.08,15270.85,0.0,0.0,0.0,100108.93,03,INV
07AAACU9090F1ZY,UltraTech Cement Limited,INV-2026-12467,2026-08-02,199145.58,35846.2,0.0,0.0,0.0,234991.78,07,INV
33AAACM7070H1ZW,Mahindra & Mahindra Ltd,INV-2026-12468,2026-08-08,103200.04,18576.01,0.0,0.0,0.0,121776.05,33,INV
29AAACW3030K1ZU,Wipro Enterprises Pvt Ltd,INV-2026-12469,2026-08-04,157114.34,28280.58,0.0,0.0,0.0,185394.92,29,INV
33AAACM7070H1ZW,Mahindra & Mahindra Ltd,INV-2026-12470,2026-08-03,243603.47,43848.62,0.0,0.0,0.0,287452.09,33,INV
29AAACW3030K1ZU,Wipro Enterprises Pvt Ltd,INV-2026-12471,2026-08-02,88474.97,15925.49,0.0,0.0,0.0,104400.46,29,INV
23AAACB2323C1ZB,Bharat Petroleum Corp Ltd,INV-2026-12472,2026-08-12,149787.7,26961.79,0.0,0.0,0.0,176749.49,23,INV
03AAACG1212D1ZA,Grasim Industries Limited,INV-2026-12473,2026-08-07,143966.74,25914.01,0.0,0.0,0.0,169880.75,03,INV
24AAACA4040L1ZP,Adani Ports & SEZ Ltd,INV-2026-12474,2026-08-09,175062.62,31511.27,0.0,0.0,0.0,206573.89,24,INV
07AAACL0303P1ZH,Larsen & Toubro Ltd,INV-2026-12475,2026-08-11,169053.27,30429.59,0.0,0.0,0.0,199482.86,07,INV
27AAACT0101E1ZZ,Tata Consultancy Services Ltd,INV-2026-12476,2026-08-12,145676.13,0.0,13110.85,13110.85,0.0,171897.83,27,INV
27AAACB6060J1ZV,Bajaj Auto Limited,INV-2026-12477,2026-08-02,150079.97,0.0,13507.2,13507.2,0.0,177094.37,27,INV
27AAACB6060J1ZV,Bajaj Auto Limited,INV-2026-12478,2026-08-06,140996.49,0.0,12689.68,12689.68,0.0,166375.85,27,INV
23AAACB2323C1ZB,Bharat Petroleum Corp Ltd,INV-2026-12479,2026-08-08,48162.63,8669.27,0.0,0.0,0.0,56831.9,23,INV
29AAACW3030K1ZU,Wipro Enterprises Pvt Ltd,INV-2026-12480,2026-08-02,151573.5,27283.23,0.0,0.0,0.0,178856.73,29,INV
07AAACU9090F1ZY,UltraTech Cement Limited,INV-2026-12481,2026-08-14,151119.33,27201.48,0.0,0.0,0.0,178320.81,07,INV
23AAACB2323C1ZB,Bharat Petroleum Corp Ltd,INV-2026-12482,2026-08-07,85215.02,15338.7,0.0,0.0,0.0,100553.72,23,INV
07AAACU9090F1ZY,UltraTech Cement Limited,INV-2026-12483,2026-08-11,20063.14,3611.37,0.0,0.0,0.0,23674.51,07,INV
29AAACI1010N1ZS,Infosys Limited,INV-2026-12484,2026-08-14,39034.6,7026.23,0.0,0.0,0.0,46060.83,29,INV
19AAACH8080G1ZX,Hindustan Unilever Limited,INV-2026-12485,2026-08-13,160852.54,28953.46,0.0,0.0,0.0,189806.0,19,INV
27AAACT2727Q1ZW,Tata Steel Limited,INV-2026-12486,2026-08-13,40947.71,0.0,3685.29,3685.29,0.0,48318.29,27,INV
07AAACL0303P1ZH,Larsen & Toubro Ltd,INV-2026-12487,2026-08-08,135157.68,24328.38,0.0,0.0,0.0,159486.06,07,INV
29AAACW3030K1ZU,Wipro Enterprises Pvt Ltd,INV-2026-12488,2026-08-10,146593.2,26386.78,0.0,0.0,0.0,172979.98,29,INV
29AAACI1010N1ZS,Infosys Limited,INV-2026-12489,2026-08-04,171971.61,30954.89,0.0,0.0,0.0,202926.5,29,INV
24AAACA4040L1ZP,Adani Ports & SEZ Ltd,INV-2026-12490,2026-08-05,144717.72,26049.19,0.0,0.0,0.0,170766.91,24,INV
36AAACN3434B1ZC,NTPC Limited,INV-2026-12491,2026-08-11,79614.78,14330.66,0.0,0.0,0.0,93945.44,36,INV
36AAACN3434B1ZC,NTPC Limited,INV-2026-12492,2026-08-07,180858.85,32554.59,0.0,0.0,0.0,213413.44,36,INV
36AAACN3434B1ZC,NTPC Limited,INV-2026-12493,2026-08-06,247620.87,44571.76,0.0,0.0,0.0,292192.63,36,INV
19AAACH8080G1ZX,Hindustan Unilever Limited,INV-2026-12494,2026-08-01,154815.24,27866.74,0.0,0.0,0.0,182681.98,19,INV
33AAACM7070H1ZW,Mahindra & Mahindra Ltd,INV-2026-12495,2026-08-07,212671.0,38280.78,0.0,0.0,0.0,250951.78,33,INV
23AAACB2323C1ZB,Bharat Petroleum Corp Ltd,INV-2026-12496,2026-08-05,20290.59,3652.31,0.0,0.0,0.0,23942.9,23,INV
36AAACN3434B1ZC,NTPC Limited,INV-2026-12497,2026-08-09,242135.38,43584.37,0.0,0.0,0.0,285719.75,36,INV
27AAACT2727Q1ZW,Tata Steel Limited,INV-2026-12498,2026-08-12,142207.41,0.0,12798.67,12798.67,0.0,167804.75,27,INV
24AAACA4040L1ZP,Adani Ports & SEZ Ltd,INV-2026-12499,2026-08-02,216005.72,38881.03,0.0,0.0,0.0,254886.75,24,INV
23AAACB2323C1ZB,Bharat Petroleum Corp Ltd,INV-2026-12500,2026-08-01,62634.09,11274.14,0.0,0.0,0.0,73908.23,23,INV
27AAACT0101E1ZZ,Tata Consultancy Services Ltd,INV-2026-12501,2026-08-10,101595.74,0.0,9143.62,9143.62,0.0,119882.98,27,INV
24AAACA4040L1ZP,Adani Ports & SEZ Ltd,INV-2026-12502,2026-08-12,98783.46,17781.02,0.0,0.0,0.0,116564.48,24,INV
29AAACW3030K1ZU,Wipro Enterprises Pvt Ltd,INV-2026-12503,2026-08-07,138554.1,24939.74,0.0,0.0,0.0,163493.84,29,INV
07AAACU9090F1ZY,UltraTech Cement Limited,INV-2026-12504,2026-08-03,121343.5,21841.83,0.0,0.0,0.0,143185.33,07,INV
29AAACI1010N1ZS,Infosys Limited,INV-2026-12505,2026-08-09,99225.79,17860.64,0.0,0.0,0.0,117086.43,29,INV
36AAACN3434B1ZC,NTPC Limited,INV-2026-12506,2026-08-06,210790.86,37942.35,0.0,0.0,0.0,248733.21,36,INV
07AAACL0303P1ZH,Larsen & Toubro Ltd,INV-2026-12507,2026-08-05,249376.73,44887.81,0.0,0.0,0.0,294264.54,07,INV
07AAACU9090F1ZY,UltraTech Cement Limited,INV-2026-12508,2026-08-03,37897.97,6821.63,0.0,0.0,0.0,44719.6,07,INV
24AAACR5055K1ZX,Reliance Industries Limited,INV-2026-12509,2026-08-11,8848.41,1592.71,0.0,0.0,0.0,10441.12,24,INV
27AAACT0101E1ZZ,Tata Consultancy Services Ltd,INV-2026-12510,2026-08-08,166192.04,0.0,14957.28,14957.28,0.0,196106.6,27,INV
07AAACL0303P1ZH,Larsen & Toubro Ltd,INV-2026-12511,2026-08-02,38618.97,6951.41,0.0,0.0,0.0,45570.38,07,INV
03AAACG1212D1ZA,Grasim Industries Limited,INV-2026-12512,2026-08-07,215737.43,38832.74,0.0,0.0,0.0,254570.17,03,INV
36AAACN3434B1ZC,NTPC Limited,INV-2026-12513,2026-08-13,175370.68,31566.72,0.0,0.0,0.0,206937.4,36,INV
36AAACN3434B1ZC,NTPC Limited,INV-2026-12514,2026-08-07,157695.88,28385.26,0.0,0.0,0.0,186081.14,36,INV
27AAACB6060J1ZV,Bajaj Auto Limited,INV-2026-12515,2026-08-09,108910.55,0.0,9801.95,9801.95,0.0,128514.45,27,INV
23AAACB2323C1ZB,Bharat Petroleum Corp Ltd,INV-2026-12516,2026-08-08,99255.11,17865.92,0.0,0.0,0.0,117121.03,23,INV
29AAACI1010N1ZS,Infosys Limited,INV-2026-12517,2026-08-03,109069.11,19632.44,0.0,0.0,0.0,128701.55,29,INV
27AAACT2727Q1ZW,Tata Steel Limited,INV-2026-12518,2026-08-10,127048.46,0.0,11434.36,11434.36,0.0,149917.18,27,INV
27AAACT0101E1ZZ,Tata Consultancy Services Ltd,INV-2026-12519,2026-08-04,179471.85,0.0,16152.47,16152.47,0.0,211776.79,27,INV
06AAACI2020M1ZT,Indian Oil Corporation Ltd,INV-2026-12520,2026-08-07,232008.29,41761.49,0.0,0.0,0.0,273769.78,06,INV
19AAACH8080G1ZX,Hindustan Unilever Limited,INV-2026-12521,2026-08-06,13198.16,2375.67,0.0,0.0,0.0,15573.83,19,INV
27AAACT2727Q1ZW,Tata Steel Limited,INV-2026-12522,2026-08-10,123400.69,0.0,11106.06,11106.06,0.0,145612.81,27,INV
24AAACA4040L1ZP,Adani Ports & SEZ Ltd,INV-2026-12523,2026-08-02,147165.85,26489.85,0.0,0.0,0.0,173655.7,24,INV
27AAACT0101E1ZZ,Tata Consultancy Services Ltd,INV-2026-12524,2026-08-02,39811.43,0.0,3583.03,3583.03,0.0,46977.49,27,INV
27AAACT0101E1ZZ,Tata Consultancy Services Ltd,INV-2026-12525,2026-08-09,245976.88,0.0,22137.92,22137.92,0.0,290252.72,27,INV
03AAACG1212D1ZA,Grasim Industries Limited,INV-2026-12526,2026-08-13,73457.99,13222.44,0.0,0.0,0.0,86680.43,03,INV
33AAACM7070H1ZW,Mahindra & Mahindra Ltd,INV-2026-12527,2026-08-02,133222.41,23980.03,0.0,0.0,0.0,157202.44,33,INV
19AAACH8080G1ZX,Hindustan Unilever Limited,INV-2026-12528,2026-08-02,65081.67,11714.7,0.0,0.0,0.0,76796.37,19,INV
07AAACU9090F1ZY,UltraTech Cement Limited,INV-2026-12529,2026-08-12,167615.55,30170.8,0.0,0.0,0.0,197786.35,07,INV
07AAACU9090F1ZY,UltraTech Cement Limited,INV-2026-12530,2026-08-02,172598.13,31067.66,0.0,0.0,0.0,203665.79,07,INV
33AAACM7070H1ZW,Mahindra & Mahindra Ltd,INV-2026-12531,2026-08-13,147008.97,26461.61,0.0,0.0,0.0,173470.58,33,INV
19AAACH8080G1ZX,Hindustan Unilever Limited,INV-2026-12532,2026-08-01,226378.39,40748.11,0.0,0.0,0.0,267126.5,19,INV
33AAACM7070H1ZW,Mahindra & Mahindra Ltd,INV-2026-12533,2026-08-13,7641.93,1375.55,0.0,0.0,0.0,9017.48,33,INV
27AAACB6060J1ZV,Bajaj Auto Limited,INV-2026-12534,2026-08-09,226983.49,0.0,20428.51,20428.51,0.0,267840.51,27,INV
19AAACH8080G1ZX,Hindustan Unilever Limited,INV-2026-12535,2026-08-12,86220.93,15519.77,0.0,0.0,0.0,101740.7,19,INV
24AAACA4040L1ZP,Adani Ports & SEZ Ltd,INV-2026-12536,2026-08-13,77181.4,13892.65,0.0,0.0,0.0,91074.05,24,INV
07AAACL0303P1ZH,Larsen & Toubro Ltd,INV-2026-12537,2026-08-01,175287.53,31551.76,0.0,0.0,0.0,206839.29,07,INV
19AAACH8080G1ZX,Hindustan Unilever Limited,INV-2026-12538,2026-08-12,79497.36,14309.52,0.0,0.0,0.0,93806.88,19,INV
03AAACG1212D1ZA,Grasim Industries Limited,INV-2026-12539,2026-08-10,68808.57,12385.54,0.0,0.0,0.0,81194.11,03,INV
07AAACU9090F1ZY,UltraTech Cement Limited,INV-2026-12540,2026-08-08,146644.57,26396.02,0.0,0.0,0.0,173040.59,07,INV
19AAACH8080G1ZX,Hindustan Unilever Limited,INV-2026-12541,2026-08-01,165798.37,29843.71,0.0,0.0,0.0,195642.08,19,INV
06AAACI2020M1ZT,Indian Oil Corporation Ltd,INV-2026-12542,2026-08-13,185658.12,33418.46,0.0,0.0,0.0,219076.58,06,INV
27AAACT2727Q1ZW,Tata Steel Limited,INV-2026-12543,2026-08-05,123766.25,0.0,11138.96,11138.96,0.0,146044.17,27,INV
07AAACL0303P1ZH,Larsen & Toubro Ltd,INV-2026-12544,2026-08-09,23831.25,4289.62,0.0,0.0,0.0,28120.87,07,INV
03AAACG1212D1ZA,Grasim Industries Limited,INV-2026-12545,2026-08-05,66752.49,12015.45,0.0,0.0,0.0,78767.94,03,INV
19AAACH8080G1ZX,Hindustan Unilever Limited,INV-2026-12546,2026-08-05,72428.19,13037.07,0.0,0.0,0.0,85465.26,19,INV
06AAACI2020M1ZT,Indian Oil Corporation Ltd,INV-2026-12547,2026-08-01,186650.15,33597.03,0.0,0.0,0.0,220247.18,06,INV
19AAACH8080G1ZX,Hindustan Unilever Limited,INV-2026-12548,2026-08-03,227982.21,41036.8,0.0,0.0,0.0,269019.01,19,INV
27AAACT0101E1ZZ,Tata Consultancy Services Ltd,INV-2026-12549,2026-08-03,166493.13,0.0,14984.38,14984.38,0.0,196461.89,27,INV
24AAACA4040L1ZP,Adani Ports & SEZ Ltd,INV-2026-12550,2026-08-13,47972.84,8635.11,0.0,0.0,0.0,56607.95,24,INV
03AAACG1212D1ZA,Grasim Industries Limited,INV-2026-12551,2026-08-12,62867.99,11316.24,0.0,0.0,0.0,74184.23,03,INV
07AAACL0303P1ZH,Larsen & Toubro Ltd,INV-2026-12552,2026-08-13,134210.27,24157.85,0.0,0.0,0.0,158368.12,07,INV
27AAACT2727Q1ZW,Tata Steel Limited,INV-2026-12553,2026-08-06,246097.56,0.0,22148.78,22148.78,0.0,290395.12,27,INV
07AAACL0303P1ZH,Larsen & Toubro Ltd,INV-2026-12554,2026-08-10,233815.75,42086.83,0.0,0.0,0.0,275902.58,07,INV
07AAACL0303P1ZH,Larsen & Toubro Ltd,INV-2026-12555,2026-08-14,126507.33,22771.32,0.0,0.0,0.0,149278.65,07,INV
29AAACW3030K1ZU,Wipro Enterprises Pvt Ltd,INV-2026-12556,2026-08-13,98875.91,17797.66,0.0,0.0,0.0,116673.57,29,INV
07AAACU9090F1ZY,UltraTech Cement Limited,INV-2026-12557,2026-08-08,182869.78,32916.56,0.0,0.0,0.0,215786.34,07,INV
07AAACL0303P1ZH,Larsen & Toubro Ltd,INV-2026-12558,2026-08-04,146550.56,26379.1,0.0,0.0,0.0,172929.66,07,INV
23AAACB2323C1ZB,Bharat Petroleum Corp Ltd,INV-2026-12559,2026-08-06,18309.82,3295.77,0.0,0.0,0.0,21605.59,23,INV
06AAACI2020M1ZT,Indian Oil Corporation Ltd,INV-2026-12560,2026-08-13,205785.1,37041.32,0.0,0.0,0.0,242826.42,06,INV
27AAACT2727Q1ZW,Tata Steel Limited,INV-2026-12561,2026-08-03,118683.66,0.0,10681.53,10681.53,0.0,140046.72,27,INV
27AAACB6060J1ZV,Bajaj Auto Limited,INV-2026-12562,2026-08-05,121685.23,0.0,10951.67,10951.67,0.0,143588.57,27,INV
03AAACG1212D1ZA,Grasim Industries Limited,INV-2026-12563,2026-08-09,62247.02,11204.46,0.0,0.0,0.0,73451.48,03,INV
07AAACU9090F1ZY,UltraTech Cement Limited,INV-2026-12564,2026-08-12,100567.27,18102.11,0.0,0.0,0.0,118669.38,07,INV
06AAACI2020M1ZT,Indian Oil Corporation Ltd,INV-2026-12565,2026-08-03,134958.32,24292.5,0.0,0.0,0.0,159250.82,06,INV
29AAACW3030K1ZU,Wipro Enterprises Pvt Ltd,INV-2026-12566,2026-08-01,75754.09,13635.74,0.0,0.0,0.0,89389.83,29,INV
03AAACG1212D1ZA,Grasim Industries Limited,INV-2026-12567,2026-08-08,98591.0,17746.38,0.0,0.0,0.0,116337.38,03,INV
24AAACA4040L1ZP,Adani Ports & SEZ Ltd,INV-2026-12568,2026-08-09,172304.7,31014.85,0.0,0.0,0.0,203319.55,24,INV
27AAACT2727Q1ZW,Tata Steel Limited,INV-2026-12569,2026-08-02,229839.47,0.0,20685.55,20685.55,0.0,271210.57,27,INV
07AAACU9090F1ZY,UltraTech Cement Limited,INV-2026-12570,2026-08-06,239265.0,43067.7,0.0,0.0,0.0,282332.7,07,INV
29AAACW3030K1ZU,Wipro Enterprises Pvt Ltd,INV-2026-12571,2026-08-10,229920.29,41385.65,0.0,0.0,0.0,271305.94,29,INV
23AAACB2323C1ZB,Bharat Petroleum Corp Ltd,INV-2026-12572,2026-08-05,87067.01,15672.06,0.0,0.0,0.0,102739.07,23,INV
06AAACI2020M1ZT,Indian Oil Corporation Ltd,INV-2026-12573,2026-08-13,29077.81,5234.01,0.0,0.0,0.0,34311.82,06,INV
07AAACU9090F1ZY,UltraTech Cement Limited,INV-2026-12574,2026-08-10,100832.67,18149.88,0.0,0.0,0.0,118982.55,07,INV
03AAACG1212D1ZA,Grasim Industries Limited,INV-2026-12575,2026-08-11,188527.27,33934.91,0.0,0.0,0.0,222462.18,03,INV
27AAACT0101E1ZZ,Tata Consultancy Services Ltd,INV-2026-12576,2026-08-11,149237.45,0.0,13431.37,13431.37,0.0,176100.19,27,INV
29AAACI1010N1ZS,Infosys Limited,INV-2026-12577,2026-08-09,87664.62,15779.63,0.0,0.0,0.0,103444.25,29,INV
27AAACT0101E1ZZ,Tata Consultancy Services Ltd,INV-2026-12578,2026-08-03,81751.11,0.0,7357.6,7357.6,0.0,96466.31,27,INV
27AAACT2727Q1ZW,Tata Steel Limited,INV-2026-12579,2026-08-11,7076.66,0.0,636.9,636.9,0.0,8350.46,27,INV
24AAACR5055K1ZX,Reliance Industries Limited,INV-2026-12580,2026-08-01,105755.95,19036.07,0.0,0.0,0.0,124792.02,24,INV
33AAACM7070H1ZW,Mahindra & Mahindra Ltd,INV-2026-12581,2026-08-02,172947.39,31130.53,0.0,0.0,0.0,204077.92,33,INV
24AAACA4040L1ZP,Adani Ports & SEZ Ltd,INV-2026-12582,2026-08-04,182686.41,32883.55,0.0,0.0,0.0,215569.96,24,INV
06AAACI2020M1ZT,Indian Oil Corporation Ltd,INV-2026-12583,2026-08-04,13340.23,2401.24,0.0,0.0,0.0,15741.47,06,INV
19AAACH8080G1ZX,Hindustan Unilever Limited,INV-2026-12584,2026-08-02,18936.07,3408.49,0.0,0.0,0.0,22344.56,19,INV
19AAACH8080G1ZX,Hindustan Unilever Limited,INV-2026-12585,2026-08-11,224021.91,40323.94,0.0,0.0,0.0,264345.85,19,INV
29AAACI1010N1ZS,Infosys Limited,INV-2026-12586,2026-08-10,161330.31,29039.46,0.0,0.0,0.0,190369.77,29,INV
27AAACT0101E1ZZ,Tata Consultancy Services Ltd,INV-2026-12587,2026-08-02,26164.66,0.0,2354.82,2354.82,0.0,30874.3,27,INV
19AAACH8080G1ZX,Hindustan Unilever Limited,INV-2026-12588,2026-08-03,97109.82,17479.77,0.0,0.0,0.0,114589.59,19,INV
03AAACG1212D1ZA,Grasim Industries Limited,INV-2026-12589,2026-08-11,143686.86,25863.63,0.0,0.0,0.0,169550.49,03,INV
07AAACL0303P1ZH,Larsen & Toubro Ltd,INV-2026-12590,2026-08-02,175435.14,31578.33,0.0,0.0,0.0,207013.47,07,INV
06AAACI2020M1ZT,Indian Oil Corporation Ltd,INV-2026-12591,2026-08-05,119404.12,21492.74,0.0,0.0,0.0,140896.86,06,INV
36AAACN3434B1ZC,NTPC Limited,INV-2026-12592,2026-08-02,161501.22,29070.22,0.0,0.0,0.0,190571.44,36,INV
36AAACN3434B1ZC,NTPC Limited,INV-2026-12593,2026-08-05,193492.99,34828.74,0.0,0.0,0.0,228321.73,36,INV
27AAACT0101E1ZZ,Tata Consultancy Services Ltd,INV-2026-12594,2026-08-11,193620.72,0.0,17425.86,17425.86,0.0,228472.44,27,INV
24AAACA4040L1ZP,Adani Ports & SEZ Ltd,INV-2026-12595,2026-08-05,44681.68,8042.7,0.0,0.0,0.0,52724.38,24,INV
24AAACR5055K1ZX,Reliance Industries Limited,INV-2026-12596,2026-08-05,195390.96,35170.37,0.0,0.0,0.0,230561.33,24,INV
29AAACW3030K1ZU,Wipro Enterprises Pvt Ltd,INV-2026-12597,2026-08-07,86500.41,15570.07,0.0,0.0,0.0,102070.48,29,INV
27AAACT2727Q1ZW,Tata Steel Limited,INV-2026-12598,2026-08-05,239123.4,0.0,21521.11,21521.11,0.0,282165.62,27,INV
06AAACI2020M1ZT,Indian Oil Corporation Ltd,INV-2026-12599,2026-08-03,112940.83,20329.35,0.0,0.0,0.0,133270.18,06,INV
27AAACB6060J1ZV,Bajaj Auto Limited,INV-2026-12600,2026-08-04,154523.96,0.0,13907.16,13907.16,0.0,182338.28,27,INV
07AAACL0303P1ZH,Larsen & Toubro Ltd,INV-2026-12601,2026-08-11,125554.04,22599.73,0.0,0.0,0.0,148153.77,07,INV
07AAACL0303P1ZH,Larsen & Toubro Ltd,INV-2026-12602,2026-08-09,193333.29,34799.99,0.0,0.0,0.0,228133.28,07,INV
29AAACI1010N1ZS,Infosys Limited,INV-2026-12603,2026-08-10,162617.85,29271.21,0.0,0.0,0.0,191889.06,29,INV
36AAACN3434B1ZC,NTPC Limited,INV-2026-12604,2026-08-08,180273.08,32449.15,0.0,0.0,0.0,212722.23,36,INV
24AAACR5055K1ZX,Reliance Industries Limited,INV-2026-12605,2026-08-01,22865.28,4115.75,0.0,0.0,0.0,26981.03,24,INV
19AAACH8080G1ZX,Hindustan Unilever Limited,INV-2026-12606,2026-08-12,66396.11,11951.3,0.0,0.0,0.0,78347.41,19,INV
27AAACB6060J1ZV,Bajaj Auto Limited,INV-2026-12607,2026-08-01,224645.54,0.0,20218.1,20218.1,0.0,265081.74,27,INV
07AAACL0303P1ZH,Larsen & Toubro Ltd,INV-2026-12608,2026-08-11,161882.14,29138.79,0.0,0.0,0.0,191020.93,07,INV
36AAACN3434B1ZC,NTPC Limited,INV-2026-12609,2026-08-01,167828.43,30209.12,0.0,0.0,0.0,198037.55,36,INV
06AAACI2020M1ZT,Indian Oil Corporation Ltd,INV-2026-12610,2026-08-03,176513.52,31772.43,0.0,0.0,0.0,208285.95,06,INV
36AAACN3434B1ZC,NTPC Limited,INV-2026-12611,2026-08-07,145786.86,26241.63,0.0,0.0,0.0,172028.49,36,INV
33AAACM7070H1ZW,Mahindra & Mahindra Ltd,INV-2026-12612,2026-08-12,235278.21,42350.08,0.0,0.0,0.0,277628.29,33,INV
27AAACB6060J1ZV,Bajaj Auto Limited,INV-2026-12613,2026-08-08,111834.13,0.0,10065.07,10065.07,0.0,131964.27,27,INV
23AAACB2323C1ZB,Bharat Petroleum Corp Ltd,INV-2026-12614,2026-08-12,196329.57,35339.32,0.0,0.0,0.0,231668.89,23,INV
03AAACG1212D1ZA,Grasim Industries Limited,INV-2026-12615,2026-08-02,137331.54,24719.68,0.0,0.0,0.0,162051.22,03,INV
27AAACT2727Q1ZW,Tata Steel Limited,INV-2026-12616,2026-08-07,238768.06,0.0,21489.13,21489.13,0.0,281746.32,27,INV
23AAACB2323C1ZB,Bharat Petroleum Corp Ltd,INV-2026-12617,2026-08-13,123106.25,22159.12,0.0,0.0,0.0,145265.37,23,INV
19AAACH8080G1ZX,Hindustan Unilever Limited,INV-2026-12618,2026-08-09,234085.34,42135.36,0.0,0.0,0.0,276220.7,19,INV
24AAACA4040L1ZP,Adani Ports & SEZ Ltd,INV-2026-12619,2026-08-06,172049.76,30968.96,0.0,0.0,0.0,203018.72,24,INV
29AAACW3030K1ZU,Wipro Enterprises Pvt Ltd,INV-2026-12620,2026-08-01,159906.77,28783.22,0.0,0.0,0.0,188689.99,29,INV
07AAACU9090F1ZY,UltraTech Cement Limited,INV-2026-12621,2026-08-02,94512.06,17012.17,0.0,0.0,0.0,111524.23,07,INV
23AAACB2323C1ZB,Bharat Petroleum Corp Ltd,INV-2026-12622,2026-08-06,24711.91,4448.14,0.0,0.0,0.0,29160.05,23,INV
27AAACB6060J1ZV,Bajaj Auto Limited,INV-2026-12623,2026-08-13,192794.48,0.0,17351.5,17351.5,0.0,227497.48,27,INV
07AAACU9090F1ZY,UltraTech Cement Limited,INV-2026-12624,2026-08-04,48271.48,8688.87,0.0,0.0,0.0,56960.35,07,INV
27AAACT2727Q1ZW,Tata Steel Limited,INV-2026-12625,2026-08-07,166879.85,0.0,15019.19,15019.19,0.0,196918.23,27,INV
06AAACI2020M1ZT,Indian Oil Corporation Ltd,INV-2026-12626,2026-08-12,100575.66,18103.62,0.0,0.0,0.0,118679.28,06,INV
24AAACR5055K1ZX,Reliance Industries Limited,INV-2026-12627,2026-08-11,173766.43,31277.96,0.0,0.0,0.0,205044.39,24,INV
27AAACB6060J1ZV,Bajaj Auto Limited,INV-2026-12628,2026-08-02,221877.47,0.0,19968.97,19968.97,0.0,261815.41,27,INV
